"Etablissement","Code_etablissement","Code_commune","Secteur","Effectif","Taux_reussite","Filiere"
"LYCEE BOISSY D'ANGLAS (GENERAL ET TECHNO.)","0070001N","7010","PU",92,88,"S"
"LYCEE SAINT DENIS","0071126L","7010","PR",95,98,"S"
"LYCEE ASTIER (GENERAL ET TECHNO.)","0070004S","7019","PU",23,96,"S"
"LYCEE JULES FROMENT","0070064G","7019","PR",63,89,"S"
"LYCEE MARCEL GIMOND (GENERAL ET TECHNO.)","0070003R","7019","PU",72,92,"S"
"LYCEE MARIE RIVIER","0070066J","7042","PR",70,96,"S"
"LYCEE LE CHEYLARD (GENERAL ET TECHNO.)","0071397F","7064","PU",55,96,"S"
"LYCEE XAVIER MALLET (GENERAL ET TECHNO.)","0071351F","7319","PU",47,94,"S"
"LYCEE SACRE COEUR  NOTRE DAME","0070069M","7186","PR",29,97,"S"
"LYCEE VINCENT D 'INDY (GENERAL ET TECHNO.)","0070021K","7186","PU",102,88,"S"
"LYCEE DU SACRE COEUR (GENERAL ET TECHNO.)","0070071P","7324","PR",58,97,"S"
"LYCEE GABRIEL FAURE (GENERAL ET TECHNO.)","0070029U","7324","PU",68,93,"S"
"LYCEE LES TROIS SOURCES","0261277X","26058","PU",71,97,"S"
"LYCEE CHATEAUNEUF","0260062B","26083","PR",29,100,"S"
"LYCEE SAINT BONNET","0260063C","26083","PR",32,100,"S"
"LYCEE FRANCOIS JEAN ARMORIN (GENERAL ET TECHNO.)","0260006R","26108","PU",43,84,"S"
"LYCEE DU DIOIS","0260008T","26113","PU",34,100,"S"
"LYCEE ALAIN BORNE","0260015A","26198","PU",136,97,"S"
"LYCEE CHABRILLAN","0260064D","26198","PR",30,93,"S"
"LYCEE LES CATALINS (GENERAL ET TECHNO.)","0260113G","26198","PU",34,97,"S"
"LYCEE ROUMANILLE","0260017C","26220","PU",42,98,"S"
"LYCEE DR. GUSTAVE JAUME (GENERAL ET TECHNO.)","0260019E","26235","PU",74,95,"S"
"LYCEE ALBERT TRIBOULET","0260022H","26281","PU",159,91,"S"
"LYCEE DU DAUPHINE (GENERAL ET TECHNO.)","0260023J","26281","PU",56,84,"S"
"LYCEE SAINT MAURICE","0260066F","26281","PR",52,96,"S"
"LYCEE HENRI LAURENS (GENERAL ET TECHNO.)","0261397C","26333","PU",69,88,"S"
"LYCEE ALGOUD - LAFFEMAS (GENERAL ET TECHNO.)","0261505V","26362","PU",140,92,"S"
"LYCEE CAMILLE VERNET","0260035X","26362","PU",121,92,"S"
"LYCEE EMILE LOUBET","0260034W","26362","PU",104,97,"S"
"LYCEE NOTRE DAME","0260069J","26362","PR",98,99,"S"
"LYCEE SAINT VICTOR","0260071L","26362","PR",49,100,"S"
"LYCEE SAINTE CROIX DES NEIGES","0741443S","74001","PR",5,80,"S"
"LYCEE CHARLES BAUDELAIRE","0741418P","74093","PU",114,96,"S"
"LYCEE CLAUDE LOUIS BERTHOLLET","0740003B","74010","PU",190,96,"S"
"LYCEE GABRIEL FAURE","0740005D","74010","PU",117,97,"S"
"LYCEE SAINT MICHEL","0740082M","74010","PR",118,100,"S"
"LYCEE DES GLIERES (GENERAL ET TECHNO.)","0740009H","74012","PU",88,90,"S"
"LYCEE JEAN MONNET","0741476C","74012","PU",109,95,"S"
"LYCEE GUILLAUME FICHET (GENERAL ET TECHNO.)","0740013M","74042","PU",82,91,"S"
"LYCEE ROGER FRISON ROCHE (GENERAL ET TECHNO.)","0741669M","74056","PU",47,100,"S"
"LYCEE CHARLES PONCET (GENERAL ET TECHNO.)","0740017S","74081","PU",138,93,"S"
"LYCEE LES CORDELIERS (GENERAL ET TECHNO.)","0740143D","74081","PR",20,90,"S"
"LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.)","0740051D","74119","PU",109,96,"S"
"LYCEE SAINTE FAMILLE","0740092Y","74224","PR",83,99,"S"
"LYCEE MONT BLANC RENE DAYVE (GENERAL ET TECHNO.)","0740027C","74208","PU",155,98,"S"
"LYCEE LOUIS LACHENAL (GENERAL ET TECHNO.)","0740006E","74019","PU",135,97,"S"
"LYCEE DE L'ALBANAIS","0741532N","74225","PU",117,98,"S"
"LYCEE DEMOTZ DE LA SALLE (GENERAL ET TECHNO.)","0741469V","74225","PR",37,86,"S"
"LYCEE SAINT JOSEPH","0740098E","74256","PR",22,95,"S"
"LYCEE MME DE STAEL","0740037N","74243","PU",110,96,"S"
"LYCEE PRESENTATION DE MARIE","0740097D","74243","PR",36,100,"S"
"LYCEE SAINT JOSEPH","0740099F","74280","PR",31,97,"S"
"LYCEE LA VERSOIE","0740046Y","74281","PU",174,87,"S"
"LYCEE SAINT JOSEPH","0740100G","74281","PR",65,100,"S"
"LYCEE SAINT FRANCOIS","0740104L","74305","PR",57,98,"S"
"LYCEE L'OISELET","0380008C","38053","PU",183,89,"S"
"LYCEE MARIE CURIE","0382920T","38151","PU",134,96,"S"
"EXTERNAT NOTRE DAME","0381803D","38185","PR",46,96,"S"
"LYCEE ANDRE  ARGOUGES (GENERAL ET TECHNO.)","0381603L","38185","PU",51,76,"S"
"LYCEE CHAMPOLLION","0380027Y","38185","PU",156,97,"S"
"LYCEE EMMANUEL  MOUNIER","0380032D","38185","PU",45,87,"S"
"LYCEE INTERNATIONAL EUROPOLE","0383242T","38185","PU",83,96,"S"
"LYCEE LES EAUX CLAIRES","0380029A","38185","PU",135,94,"S"
"LYCEE PIERRE TERMIER","0381666E","38185","PR",141,99,"S"
"LYCEE STENDHAL","0380028Z","38185","PU",71,96,"S"
"LYCEE VAUCANSON (GENERAL ET TECHNO.)","0380033E","38185","PU",51,96,"S"
"LYCEE PHILIBERT DELORME (GENERAL ET TECHNO.)","0382895R","38193","PU",68,82,"S"
"LYCEE HECTOR BERLIOZ (GENERAL ET TECHNO.)","0380014J","38130","PU",69,93,"S"
"LYCEE SAINTE CECILE","0381660Y","38130","PR",54,98,"S"
"LYCEE DE LA MATHEYSINE (GENERAL ET TECHNO.)","0380049X","38269","PU",46,96,"S"
"LYCEE ELIE CARTAN (GENERAL ET TECHNO.)","0380073Y","38509","PU",86,91,"S"
"LYCEE ITEC BOISFLEURY EUROPE","0383208F","38516","PR",94,100,"S"
"LYCEE UNITÉ SOINS ETUDES GRÉSIVAUDAN (GENERAL ET TECHNO.)","0381630R","38516","PU",11,91,"S"
"LYCEE JEANNE D'ARC","0381670J","38298","PR",34,94,"S"
"LYCEE CHARLES GABRIEL PRAVAZ (GENERAL ET TECHNO.)","0380053B","38315","PU",95,94,"S"
"LYCEE DU GRESIVAUDAN (GENERAL ET TECHNO.)","0382863F","38229","PU",175,99,"S"
"LYCEE PIERRE BEGHIN","0383119J","38239","PU",148,97,"S"
"LYCEE CAMILLE COROT","0383069E","38261","PU",75,93,"S"
"LYCEE SAINT MARC (GENERAL ET TECHNO.)","0383072H","38276","PR",223,99,"S"
"LYCEE LA PLEIADE","0382838D","38316","PU",88,91,"S"
"LYCEE PIERRE DU TERRAIL","0382270L","38314","PU",155,97,"S"
"LYCEE DE L'EDIT","0381599G","38344","PU",69,86,"S"
"LYCEE ARISTIDE BERGES","0382780R","38485","PU",128,93,"S"
"LYCEE LA SAULAIE (GENERAL ET TECHNO.)","0380063M","38416","PU",105,98,"S"
"LYCEE PABLO NERUDA (GENERAL ET TECHNO.)","0382203N","38421","PU",120,93,"S"
"LYCEE ELLA FITZGERALD (GENERAL ET TECHNO.)","0380081G","38544","PU",154,89,"S"
"LYCEE GALILEE","0380083J","38544","PU",19,100,"S"
"LYCEE ROBIN","0381678T","38544","PR",104,95,"S"
"LYCEE SAINT CHARLES","0382854W","38544","PR",68,99,"S"
"LYCEE MARIE REYNOARD","0383263R","38547","PU",138,95,"S"
"LYCEE ET SPORTIF JEAN PREVOST","0380097Z","38548","PU",61,93,"S"
"LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.)","0382440W","38553","PU",102,91,"S"
"LYCEE PORTES DE L'OISANS (GENERAL ET TECHNO.)","0380089R","38562","PU",100,95,"S"
"LYCEE EDOUARD HERRIOT (GENERAL ET TECHNO.)","0380091T","38563","PU",130,89,"S"
"LYCEE FERDINAND BUISSON (GENERAL ET TECHNO.)","0380092U","38563","PU",76,95,"S"
"LYCEE NOTRE DAME DES VICTOIRES","0381683Y","38563","PR",61,92,"S"
"LYCEE MARLIOZ (GENERAL ET TECHNO.)","0730003G","73008","PU",109,96,"S"
"LYCEE JEAN MOULIN","0730005J","73011","PU",84,95,"S"
"LYCEE JEANNE D'ARC","0730760E","73011","PR",15,100,"S"
"LYCEE SAINT EXUPERY","0731507S","73054","PU",44,98,"S"
"LYCEE LOUIS ARMAND","0731248K","73065","PU",81,98,"S"
"LYCEE MONGE","0730016W","73065","PU",62,90,"S"
"LYCEE SAINT AMBROISE","0730763H","73065","PR",80,100,"S"
"LYCEE VAUGELAS","0730013T","73065","PU",192,96,"S"
"LYCEE DU GRANIER","0731392S","73213","PU",150,96,"S"
"LYCEE AMBROISE CROIZAT","0730029K","73181","PU",116,98,"S"
"LYCEE PAUL HEROULT","0730037U","73248","PU",79,90,"S"
"LYCEE RENE PERRIN (GENERAL ET TECHNO.)","0730043A","73303","PU",59,100,"S"
"LYCEE CHARLES COEFFIN (GENERAL ET TECHNO.)","9711032V","97103","PU",104,99,"S"
"LYCEE GERVILLE REACHE","9710002A","97105","PU",110,96,"S"
"LYCEE RAOUL GEORGES NICOLO (GENERAL ET TECHNO.)","9710884J","97105","PU",35,83,"S"
"PENSIONNAT DE VERSAILLES","9710055H","97105","PR",33,100,"S"
"LYCEE HYACINTHE BASTARAUD (GENERAL ET TECHNO.)","9711012Y","97112","PU",20,100,"S"
"LYCEE BAIMBRIDGE","9710003B","97101","PU",167,86,"S"
"LYCEE FÉLIX PROTO","9710921Z","97101","PU",64,88,"S"
"LYCEE JARDIN D'ESSAI","9710923B","97101","PU",114,96,"S"
"LYCEE LPO CHEVALIER DE SAINT-GEORGES (GENERAL ET TECHNO.)","9711046K","97101","PU",28,68,"S"
"LYCEE FAUSTIN FLERET","9710774P","97116","PU",98,98,"S"
"LYCEE DES DROITS DE L'HOMME","9710882G","97118","PU",95,94,"S"
"LYCEE LA PERSEVERANCE MIXTE","9710062R","97120","PR",16,100,"S"
"LYCEE MAITRISE DE MASSABIELLE","9710054G","97120","PR",56,98,"S"
"LYCEE POINTE NOIRE (GENERAL ET TECHNO.)","9711033W","97121","PU",22,91,"S"
"LYCEE NORD GRANDE TERRE (GENERAL ET TECHNO.)","9711082Z","97122","PU",31,74,"S"
"LYCEE ROBERT WEINUM","9711252J","97801","PU",43,100,"S"
"LYCEE YVES LEBORGNE","9710922A","97128","PU",116,98,"S"
"LYCEE SONNY RUPAIRE","9710940V","97129","PU",76,95,"S"
"EXTERNAT SAINT JOSEPH","9730010Y","97302","PR",76,93,"S"
"LYCEE FELIX EBOUE","9730001N","97302","PU",72,86,"S"
"LYCEE LEON-GONTRAN DAMAS","9730196A","97309","PU",69,87,"S"
"LYCEE MELKIOR GARRE (GENERAL ET TECHNO.)","9730309Y","97302","PU",47,77,"S"
"LYCEE GASTON MONNERVILLE","9730108E","97304","PU",49,88,"S"
"LYCEE LEOPOLD ELFORT (GENERAL ET TECHNO.)","9730421V","97306","PU",21,95,"S"
"LYCEE LAMA PREVOT (GENERAL ET TECHNO.)","9730423X","97309","PU",73,90,"S"
"LYCEE BERTENE JUMINER (GENERAL ET TECHNO.)","9730235T","97311","PU",25,92,"S"
"LYCEE LUMINA SOPHIE (GENERAL ET TECHNO.)","9730371R","97311","PU",21,86,"S"
"LYCEE PAUL MOREAU (GENERAL ET TECHNO.)","9741051Z","97402","PU",47,98,"S"
"LYCEE LA POSSESSION (GENERAL ET TECHNO.)","9741173G","97408","PU",73,96,"S"
"LYCEE JEAN HINGLO (GENERAL ET TECHNO.)","9740979W","97407","PU",62,92,"S"
"LYCEE BOISJOLY POTIER (GENERAL ET TECHNO.)","9741087N","97422","PU",51,88,"S"
"LYCEE PIERRE LAGOURGUE (GENERAL ET TECHNO.)","9741263E","97422","PU",88,100,"S"
"LYCEE ROLAND GARROS (GENERAL ET TECHNO.)","9740002J","97422","PU",119,89,"S"
"LYCEE ANTOINE DE SAINT-EXUPERY (GENERAL ET TECHNO.)","9740045F","97401","PU",98,98,"S"
"LYCEE DE TROIS BASSINS (GENERAL ET TECHNO.)","9741186W","97423","PU",36,78,"S"
"LYCEE MAHATMA GANDHI","9741324W","97409","PU",76,92,"S"
"LYCEE SARDA GARRIGA","9740043D","97409","PU",142,94,"S"
"LYCEE AMIRAL PIERRE BOUVET","9740471U","97410","PU",83,98,"S"
"LYCEE MARIE CURIE (GENERAL ET TECHNO.)","9741231V","97410","PU",30,97,"S"
"LYCEE BELLEPIERRE","9741046U","97411","PU",104,92,"S"
"LYCEE CATHOLIQUE LEVAVASSEUR","9741256X","97411","PR",118,99,"S"
"LYCEE DE VINCENDO (GENERAL ET TECHNO.)","9741230U","97412","PU",54,96,"S"
"LYCEE PIERRE POIVRE","9740952S","97412","PU",103,93,"S"
"LYCEE STELLA (GENERAL ET TECHNO.)","9741052A","97413","PU",77,95,"S"
"LYCEE ANTOINE ROUSSIN","9740787M","97414","PU",54,89,"S"
"LYCEE JEAN JOLY (GENERAL ET TECHNO.)","9741182S","97414","PU",85,87,"S"
"LYCEE CATHOLIQUE MAISON BLANCHE (GENERAL ET TECHNO.)","9741556Y","97415","PR",63,100,"S"
"LYCEE DE ST PAUL 4 (GENERAL ET TECHNO.)","9741380G","97415","PU",44,93,"S"
"LYCEE EVARISTE DE PARNY","9740597F","97415","PU",106,94,"S"
"LYCEE LOUIS PAYEN","9741050Y","97415","PU",90,96,"S"
"LYCEE AMBROISE VOLLARD","9740019C","97416","PU",59,92,"S"
"LYCEE CATHOLIQUE LA SALLE ST CHARLES (GENERAL ET TECHNO.)","9741255W","97416","PR",107,99,"S"
"LYCEE DE BOIS D'OLIVE (GENERAL ET TECHNO.)","9741206T","97416","PU",91,87,"S"
"LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.)","9740053P","97411","PU",98,91,"S"
"LYCEE LECONTE DE LISLE","9740001H","97411","PU",128,97,"S"
"LYCEE LISLET GEOFFROY","9740054R","97411","PU",60,97,"S"
"LYCEE LE VERGER","9741185V","97418","PU",96,93,"S"
"LYCEE BEL AIR (GENERAL ET TECHNO.)","9741270M","97420","PU",52,90,"S"
"LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.)","0590011S","59017","PU",97,94,"S"
"LYCEE PAUL HAZARD","0590010R","59017","PU",148,94,"S"
"LYCEE SAINT JUDE","0592926K","59017","PR",119,100,"S"
"LYCEE SAINTE JEANNE D'ARC","0592928M","59033","PR",20,75,"S"
"LYCEE JESSE DE FOREST (GENERAL ET TECHNO.)","0590018Z","59036","PU",72,94,"S"
"LYCEE SAINTE THERESE","0592929N","59036","PR",13,77,"S"
"LYCEE SAINTE MARIE","0592932S","59056","PR",218,99,"S"
"LYCEE LA CROIX BLANCHE","0592935V","59090","PR",99,97,"S"
"LYCEE FENELON","0590035T","59122","PU",138,86,"S"
"LYCEE PAUL DUEZ","0590034S","59122","PU",117,85,"S"
"LYCEE SAINT LUC","0593061G","59122","PR",80,98,"S"
"LYCEE JOSEPH MARIE JACQUARD (GENERAL ET TECHNO.)","0590044C","59139","PU",64,83,"S"
"LYCEE DU PAYS DE CONDE (GENERAL ET TECHNO.)","0596854E","59153","PU",51,75,"S"
"LYCEE ARTHUR RIMBAUD","0595885B","59170","PU",139,88,"S"
"LYCEE ALFRED KASTLER","0590060V","59172","PU",54,80,"S"
"LYCEE JULES MOUSSERON","0590282L","59172","PU",38,87,"S"
"LYCEE ALBERT CHATELET","0590063Y","59178","PU",147,96,"S"
"LYCEE D'EXCELLENCE EDGAR MORIN","0596892W","59178","PU",14,79,"S"
"LYCEE EDMOND LABBE","0590065A","59178","PU",19,74,"S"
"LYCEE JEAN-BAPTISTE COROT","0590064Z","59178","PU",58,76,"S"
"LYCEE SAINT JEAN","0592940A","59178","PR",79,100,"S"
"LYCEE AUGUSTE ANGELLIER","0590073J","59183","PU",148,98,"S"
"LYCEE DE L'EUROPE","0590072H","59183","PU",71,92,"S"
"LYCEE E.P.I.D.","0594278E","59183","PR",24,96,"S"
"LYCEE JEAN BART","0590071G","59183","PU",130,99,"S"
"LYCEE NOTRE-DAME DES DUNES","0593102B","59183","PR",101,99,"S"
"LYCEE DU VAL DE LYS (GENERAL ET TECHNO.)","0597005U","59212","PU",36,81,"S"
"LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.)","0590083V","59249","PU",40,93,"S"
"LYCEE CHARLOTTE PERRIAND (GENERAL ET TECHNO.)","0596925G","59258","PU",152,88,"S"
"LYCEE DE GENECH","0596281G","59258","PR",198,99,"S"
"LYCEE MARGUERITE DE FLANDRE","0590086Y","59266","PU",204,85,"S"
"LYCEE DU NOORDOVER","0595616J","59271","PU",90,88,"S"
"LYCEE BEAUPRE (GENERAL ET TECHNO.)","0590093F","59286","PU",109,85,"S"
"LYCEE DES FLANDRES","0590101P","59295","PU",162,94,"S"
"LYCEE SAINT JACQUES","0593136N","59295","PR",115,97,"S"
"LYCEE VALENTINE LABBE (GENERAL ET TECHNO.)","0590122M","59368","PU",28,79,"S"
"LYCEE JEAN PERRIN","0590110Z","59328","PU",119,87,"S"
"LYCEE SAINTE ODILE","0593106F","59328","PR",48,98,"S"
"LYCEE DUPLEIX","0590112B","59331","PU",31,90,"S"
"LYCEE CAMILLE DESMOULINS (GENERAL ET TECHNO.)","0590042A","59136","PU",25,76,"S"
"LYCEE EUGENE THOMAS (GENERAL ET TECHNO.)","0590168M","59481","PU",70,100,"S"
"LYCEE CESAR BAGGIO","0590121L","59350","PU",42,81,"S"
"LYCEE FAIDHERBE","0590119J","59350","PU",151,89,"S"
"LYCEE FENELON","0590116F","59350","PU",126,75,"S"
"LYCEE FREDERIC OZANAM","0593007Y","59350","PR",71,96,"S"
"LYCEE INTERNATIONAL MONTEBELLO","0595867G","59350","PU",131,88,"S"
"LYCEE LOUIS PASTEUR","0590117G","59350","PU",92,83,"S"
"LYCEE NOTRE-DAME DE LA PAIX","0593109J","59350","PR",73,95,"S"
"LYCEE PRIVE AVERROES","0596681S","59350","PR",50,98,"S"
"LYCEE SAINT PAUL","0593114P","59350","PR",184,99,"S"
"LYCEE SAINT PIERRE - LA SALLE","0593117T","59350","PR",42,90,"S"
"LYCEE SAINTE CLAIRE","0593113N","59350","PR",67,97,"S"
"LYCEE THERESE D'AVILA","0592922F","59350","PR",132,100,"S"
"LYCEE JEAN PROUVE","0595786U","59350","PU",24,75,"S"
"INSTITUT SAINT VINCENT DE PAUL (GENERAL ET TECHNO.)","0595657D","59360","PR",31,84,"S"
"LYCEE THEOPHILE LEGRAND (GENERAL ET TECHNO.)","0593034C","59365","PR",3,67,"S"
"LYCEE JEANNINE MANUEL","0596122J","59378","PR",35,100,"S"
"LYCEE PRIVE DE MARCQ","0593225K","59378","PR",189,100,"S"
"LYCEE YVES KERNANEC","0590143K","59378","PU",125,78,"S"
"LYCEE ANDRE LURCAT (GENERAL ET TECHNO.)","0595884A","59392","PU",20,75,"S"
"LYCEE DES NERVIENS","0590024F","59053","PU",43,93,"S"
"LYCEE NOTRE-DAME DE GRACE","0592916Z","59392","PR",54,96,"S"
"LYCEE PIERRE FOREST (GENERAL ET TECHNO.)","0590149S","59392","PU",135,87,"S"
"LYCEE NOTRE-DAME DE LA PROVIDENCE (GENERAL ET TECHNO.)","0593040J","59449","PR",9,100,"S"
"LYCEE BAUDELAIRE","0590182C","59512","PU",86,81,"S"
"LYCEE JEAN MOULIN (GENERAL ET TECHNO.)","0590185F","59512","PU",18,89,"S"
"LYCEE JEAN ROSTAND","0590184E","59512","PU",54,65,"S"
"LYCEE MAXENCE VAN DER MEERSCH","0590181B","59512","PU",46,67,"S"
"LYCEE SAINT REMI","0592921E","59512","PR",193,97,"S"
"LYCEE SAINT MICHEL","0593138R","59571","PR",39,97,"S"
"LYCEE LOUIS PASTEUR","0590207E","59574","PU",88,89,"S"
"LYCEE ERNEST COUTEAUX (GENERAL ET TECHNO.)","0590192N","59526","PU",77,82,"S"
"LYCEE NOTRE-DAME DES ANGES","0592913W","59526","PR",89,99,"S"
"LYCEE COLBERT (GENERAL ET TECHNO.)","0590214M","59599","PU",63,87,"S"
"LYCEE EIC LICP","0592965C","59599","PR",84,99,"S"
"LYCEE GAMBETTA","0590212K","59599","PU",104,88,"S"
"LYCEE SACRE COEUR","0593139S","59599","PR",141,96,"S"
"LYCEE DAMPIERRE (GENERAL ET TECHNO.)","0592969G","59606","PR",5,60,"S"
"LYCEE DE L'ESCAUT","0595809U","59606","PU",133,94,"S"
"LYCEE DU HAINAUT","0590223X","59606","PU",18,94,"S"
"LYCEE HENRI WALLON","0590221V","59606","PU",153,96,"S"
"LYCEE NOTRE-DAME","0593141U","59606","PR",128,100,"S"
"LYCEE WATTEAU","0590222W","59606","PU",108,92,"S"
"LYCEE RAYMOND QUENEAU","0594424N","59009","PU",134,92,"S"
"LYCEE SAINT ADRIEN LA SALLE","0592944E","59009","PR",133,99,"S"
"LYCEE EMILE ZOLA (GENERAL ET TECHNO.)","0590233H","59650","PU",34,71,"S"
"LYCEE VAUBAN (GENERAL ET TECHNO.)","0623981R","62014","PU",62,94,"S"
"LYCEE BAUDIMONT SAINT-CHARLES","0622196A","62041","PR",107,98,"S"
"LYCEE GAMBETTA CARNOT","0624430D","62041","PU",166,88,"S"
"LYCEE GUY MOLLET (GENERAL ET TECHNO.)","0620256S","62041","PU",105,83,"S"
"LYCEE ROBESPIERRE","0620006V","62041","PU",224,93,"S"
"LYCEE LAVOISIER","0620017G","62048","PU",35,71,"S"
"LYCEE PABLO PICASSO (GENERAL ET TECHNO.)","0620027T","62065","PU",31,74,"S"
"LYCEE JAN LAVEZZARI (GENERAL ET TECHNO.)","0622276M","62108","PU",72,90,"S"
"LYCEE ANDRE MALRAUX","0620042J","62119","PU",37,78,"S"
"LYCEE LOUIS BLARINGHEM","0620040G","62119","PU",171,94,"S"
"LYCEE SAINT VAAST-SAINT DOMINIQUE","0622106C","62119","PR",121,96,"S"
"LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.)","0623902E","62126","PU",67,87,"S"
"LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.)","0620052V","62160","PU",134,94,"S"
"LYCEE MARIETTE","0622949U","62160","PU",159,87,"S"
"LYCEE NAZARETH HAFFREINGUE","0622107D","62160","PR",100,97,"S"
"LYCEE CARNOT (GENERAL ET TECHNO.)","0620056Z","62178","PU",87,95,"S"
"LYCEE LEO LAGRANGE","0620059C","62186","PU",22,73,"S"
"LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.)","0624141P","62193","PU",117,83,"S"
"LYCEE PIERRE DE COUBERTIN","0620062F","62193","PU",99,95,"S"
"LYCEE SAINT PIERRE","0622110G","62193","PR",63,98,"S"
"LYCEE SOPHIE BERTHELOT","0620063G","62193","PU",136,86,"S"
"LYCEE DIDEROT","0620070P","62215","PU",69,91,"S"
"LYCEE FERNAND DARCHICOURT","0620093P","62427","PU",132,85,"S"
"LYCEE LOUIS PASTEUR (GENERAL ET TECHNO.)","0620095S","62427","PU",75,81,"S"
"LYCEE AUGUSTE BEHAL","0620109G","62498","PU",37,65,"S"
"LYCEE CONDORCET","0620108F","62498","PU",84,79,"S"
"LYCEE SAINT PAUL (GENERAL ET TECHNO.)","0622114L","62498","PR",123,100,"S"
"LYCEE HENRI DARRAS","0620113L","62510","PU",102,80,"S"
"LYCEE ANATOLE FRANCE","0620120U","62516","PU",97,90,"S"
"LYCEE BLAISE PASCAL","0622803K","62525","PU",154,97,"S"
"LYCEE LA MALASSISE","0622116N","62525","PR",110,100,"S"
"LYCEE EUGENE WOILLEZ (GENERAL ET TECHNO.)","0620140R","62588","PU",139,86,"S"
"LYCEE D'ARTOIS (GENERAL ET TECHNO.)","0624440P","62617","PU",61,79,"S"
"LYCEE GIRAUX SANNIER (GENERAL ET TECHNO.)","0624109E","62758","PU",46,98,"S"
"LYCEE SAINT JOSEPH","0622198C","62758","PR",19,89,"S"
"LYCEE ALEXANDRE RIBOT","0620161N","62765","PU",135,86,"S"
"LYCEE NOTRE-DAME DE SION","0622120T","62765","PR",58,97,"S"
"LYCEE ALBERT CHATELET","0620166U","62767","PU",134,91,"S"
"LYCEE VOLTAIRE","0623915U","62895","PU",162,78,"S"
"LYCEE BOSSUET","0190058K","19031","PR",66,91,"S"
"LYCEE D ARSONVAL","0190011J","19031","PU",136,96,"S"
"LYCEE GEORGES CABANIS","0190010H","19031","PU",108,90,"S"
"LYCEE PIERRE CARAMINOT (GENERAL ET TECHNO.)","0190018S","19073","PU",42,93,"S"
"LYCEE EDMOND PERRIER","0190032G","19272","PU",134,96,"S"
"LYCEE BERNART DE VENTADOUR","0190038N","19275","PU",43,93,"S"
"LYCEE EUGENE JAMOT","0230002C","23008","PU",32,91,"S"
"LYCEE JEAN FAVARD (GENERAL ET TECHNO.)","0230051F","23096","PU",65,97,"S"
"LYCEE PIERRE BOURDAN","0230020X","23096","PU",77,82,"S"
"LYCEE RAYMOND LOEWY","0230025C","23176","PU",37,84,"S"
"LYCEE JEAN GIRAUDOUX","0870003F","87011","PU",51,98,"S"
"LYCEE AUGUSTE RENOIR","0870017W","87085","PU",115,91,"S"
"LYCEE BEAUPEYRAT","0870081R","87085","PR",26,96,"S"
"LYCEE GAY LUSSAC","0870015U","87085","PU",184,88,"S"
"LYCEE LEONARD LIMOSIN","0870016V","87085","PU",137,93,"S"
"LYCEE RAOUL DAUTRY","0870118F","87085","PU",69,90,"S"
"LYCEE ST JEAN","0870864S","87085","PR",86,99,"S"
"LYCEE TURGOT (GENERAL ET TECHNO.)","0870056N","87085","PU",139,90,"S"
"LYCEE PAUL ELUARD","0870040W","87154","PU",77,94,"S"
"LYCEE BERNARD PALISSY","0870045B","87161","PU",22,100,"S"
"LYCEE JEAN BAPTISTE DARNET","0870050G","87187","PU",64,88,"S"
"LYCEE DE LA PLAINE DE L'AIN","0011194T","1004","PU",160,96,"S"
"LYCEE SAINT-EXUPERY (GENERAL ET TECHNO.)","0010006B","1033","PU",64,91,"S"
"ENSEMBLE SCOLAIRE LAMARTINE","0010069V","1034","PR",12,92,"S"
"LYCEE DU BUGEY","0010010F","1034","PU",82,91,"S"
"LYCEE ARBEZ CARME (GENERAL ET TECHNO.)","0011119L","1031","PU",84,94,"S"
"LYCEE EDGAR QUINET","0010014K","1053","PU",141,91,"S"
"LYCEE JOSEPH-MARIE CARRIAT (GENERAL ET TECHNO.)","0010016M","1053","PU",119,89,"S"
"LYCEE LALANDE","0010013J","1053","PU",178,94,"S"
"LYCEE SAINT PIERRE","0010070W","1053","PR",59,98,"S"
"LYCEE JEANNE D'ARC","0010878Z","1071","PR",43,100,"S"
"LYCEE INTERNATIONAL","0010072Y","1160","PU",237,97,"S"
"LYCEE DE LA COTIERE","0011326L","1049","PU",164,93,"S"
"LYCEE SAINT JOSEPH","0010075B","1249","PR",19,100,"S"
"LYCEE XAVIER BICHAT (GENERAL ET TECHNO.)","0010032E","1269","PU",55,91,"S"
"LYCEE PAUL PAINLEVE (GENERAL ET TECHNO.)","0010034G","1283","PU",19,95,"S"
"LYCEE DU VAL DE SAONE","0011276G","1427","PU",110,92,"S"
"LYCEE FRANCOIS MAURIAC-FOREZ","0421976V","42005","PU",156,92,"S"
"LYCEE L'ASTREE","0422132P","42019","PU",73,93,"S"
"LYCEE JEREMIE DE LA RUE (GENERAL ET TECHNO.)","0420008F","42052","PU",70,87,"S"
"LYCEE NOTRE DAME","0421025L","42052","PR",18,100,"S"
